query,super_category
"Si je suis mineur, ai-je droit à l'aide juridique?",Droit pénal
La dette est-elle prise en compte pour l'aide juridique si je suis endetté?,Droit pénal
Je suis victime de violence familiale.,Droit de la famille
Dois-je prendre un avocat pour contester la décision d’un organisme de sécurité sociale ?,Droit de la protection sociale
Puis-je contacter le juge de paix pour résoudre le litige de location en Wallonie ?,Droit immobilier
Je loue une caravane dans un camping à l'année. Quelles règles s'appliquent à mon bail à Bruxelles ?,Droit immobilier
Qui est responsable de la situation à Bruxelles?,Droit immobilier
J'introduis une demande en justice. Qu'est-ce que la requête conjointe (avant appelée comparution volontaire) ?,Droit pénal
Puis-je faire appel si mon mariage n'est pas accepté?,Droit des étrangers
Je vis avec ma famille en Belgique.,Droit des étrangers
J'introduis une demande en justice. Qu'est-ce que le calendrier d'échange de conclusions ?,Droit pénal
Comment obtenir la garantie de location à Bruxelles ?,Droit immobilier
Qui doit déclarer la naissance ?,Droit de la protection sociale
Les casiers judiciaires disparaissent-ils après une certaine période de temps?,Droit pénal
Je suis convoqué au tribunal.,Droit pénal
Je suis marié(e). Nous sommes mariés. L'un de nous peut-il mettre l'autre à la porte ?,Droit de la famille
Puis-je bénéficier de l'aide juridique (ex-pro deo) si je suis propriétaire ?,Droit pénal
"Si mon enfant ne fait rien à l'école, est-ce que je dois encore payer la pension alimentaire ?",Droit de la famille
"En cas de conflit avec son tuteur, que peut faire l'enfant?",Droit de la famille
Est-il possible que je ne sois pas inclus pendant l'allaitement?,Droit du travail
Pourquoi faut-il déclarer l'enfant à la commune ?,Droit de la protection sociale
Je suis un parent et mon ex ne paie pas la contribution alimentaire.,Droit de la famille
Je pense que mon logement est insalubre. Je m'adresse à la police car je suis victime d'un marchand de sommeil. Qu'est-ce qu'un marchand de sommeil ?,Droit immobilier
Mon propriétaire peut-il commencer mes meubles dans la rue ?,Droit immobilier
Je suis locataire. Qu’est-ce que la clause d'abandon de recours ?,Droit financier
Dois-je partir avant la mise en oeuvre de l'expulsion à Bruxelles ?,Droit immobilier
Puis-je signaler une infraction dont je suis témoin à la police ?,Droit pénal
Le juge peut-il m'accorder un délai de paiement si je ne rembourse pas l'argent prêté ?,Droit financier
Le nouveau propriétaire de l'appartement que je loue peut-il me mettre à Bruxelles ?,Droit immobilier
Je suis en Belgique depuis au moins 10 ans.,Droit des étrangers
Comment savoir si mon logement est surpeuplé ?,Droit immobilier
Comment organiser l'hébergement d'un enfant mineur ?,Droit de la famille
Que faire si je ne suis pas d'accord avec une autre décision du juge ?,Droit financier
Devant quel juge doit-on aller pour décider de l'hébergement des enfants ?,Droit de la famille
Puis-je divorcer de mon mari si je suis victime de violence familiale?,Droit de la famille
Dois-je rendre des comptes à quelqu'un ?,Droit des étrangers
Je vis en union libre. A qui appartient la maison construite ensemble sur mon terrain ?,Droit de la famille
"Je suis marié, à qui appartient la voiture ?",Droit de la famille
J'héberge un ami/un proche. Mon ami est domicilié chez moi. Peut-on saisir mes meubles ?,Droit immobilier
J'introduis une demande en justice. Que faire si mon adversaire ne respecte pas la décision de justice ?,Droit pénal
Les tiers doivent-ils encore demander le consentement des deux parents?,Droit de la famille
Dois-je éternellement héberger mon enfant ?,Droit de la famille
Quel est le rôle du juge saisi?,Droit financier
Mon enfant majeur qui vit chez moi bénéficie-t-il toujours de mon assurance ?,Droit financier
"Deux ans après la fin de mon bail en Wallonie, et si j'obtenais une facture ?",Droit immobilier
Dois-je installer des détecteurs incendie à Bruxelles ?,Droit immobilier
Je suis en Belgique depuis au moins 5 ans.,Droit des étrangers
Quel recours contre une décision du bureau d'aide juridique ?,Droit pénal
"Mon enfant est mort-né, peut-on déclarer sa naissance ?",Droit de la protection sociale
"Si je suis endetté(e), est-ce pris en compte pour l'aide juridique ?",Droit pénal
Quelle est la différence entre le forfait et la provision pour charges à Bruxelles ?,Droit immobilier
"Je me sépare. On se sépare, quel est le sort de la maison achetée ensemble ?",Droit de la famille
Après combien de temps ma facture de gaz et d'électricité est-elle prescrite à Bruxelles ?,Droit financier
Je n'ai pas signé de bail.,Droit immobilier
Mon propriétaire peut-il augmenter le loyer ?,Droit immobilier
"Je suis victime de violences conjugales. Victime de violences conjugales, à qui m'adresser si j'ai besoin d'argent ?",Droit de la famille
"Je me sépare. En tant que cohabitants légaux, le juge de la famille peut-il imposer à l’un de nous de quitter la maison ?",Droit de la famille
Comment puis-je savoir si quelqu'un est responsable des biens ou de la personne?,Droit de la famille
Puis-je demander de modifier une décision d'hébergement de mes enfants ?,Droit de la famille
Je divorce. Puis-je divorcer sans l'accord de mon conjoint ?,Droit de la famille
Quand le juge de paix peut-il mettre fin au bail à Bruxelles ?,Droit immobilier
Dois-je signaler mes amis à la police ?,Droit pénal
Mon assurance couvre-t-elle mon enfant qui ne vit jamais à la maison ?,Droit financier
Je souhaite divorcer par consentement mutuel. Puis-je demander une pension alimentaire à mon mari/ma femme ?,Droit de la famille
Quand il n'y a pas d'argent pour payer le médiateur de dettes ?,Droit financier
Quels coûts peuvent être ajoutés lors d'une récupération?,Droit financier
Comment savoir quand mon amende sera annulée ?,Droit pénal
Je suis parent. Puis-je faire appel au SECAL ?,Droit de la famille
Je suis majeur. Je suis apatride. A quelles conditions puis-je demander la nationalité belge si je suis apatride ?,Droit des étrangers
Je divorce. Je divorce pour cause de désunion irrémédiable. Nous sommes d’accord de divorcer. Quand serons-nous officiellement divorcés (divorce pour cause de désunion irrémédiable) ?,Droit de la famille
Un extrait de casier judiciaire est un certificat de bonne vie et de moralité.,Droit pénal
"Je suis marié(e). Le propriétaire a envoyé son préavis à un seul conjoint, est-ce valable ?",Droit de la famille
Dois-je avoir l'accord de l’autre parent pour partir en vacances avec mon enfant ?,Droit de la famille
Comment demander un règlement collectif de dettes (RCD) et à qui s'adresser ?,Droit financier
"Je me marie, mais si je n'ai pas d'acte de naissance ?",Droit des étrangers
Puis-je vendre les meubles de la maison sans le consentement de mon conjoint?,Droit de la famille
Peut-on saisir mes meubles pour les dettes de mon colocataire en Wallonie ?,Droit immobilier
Quelles sont les charges en ville ?,Droit immobilier
A-t-on droit à l'allocation de naissance en cas de fausse couche ou de bébé mort-né ?,Droit de la protection sociale
Comment se passe la saisie immobilière ?,Droit financier
Je suis majeur. Je séjourne en Belgique depuis au moins 10 ans. A quelles conditions puis-je demander la nationalité si je vis en Belgique depuis 10 ans ?,Droit des étrangers
"Si je n'obtiens pas l'extension pour des circonstances exceptionnelles en Wallonie, que ferais-je ?",Droit immobilier
"Si je suis apatride, quelles conditions puis-je poser pour obtenir la citoyenneté belge?",Droit des étrangers
Je suis victime de violences conjugales. Quelles formes prennent les violences conjugales ?,Droit de la famille
Pouvons-nous prendre mon revenu si je ne paie pas mon crédit à la consommation?,Droit financier
Un colocataire seul peut-il mettre fin au bail officiel de colocation avant l'échéance à Bruxelles ?,Droit immobilier
Combien de temps dure ma dette de crédit hypothécaire ?,Droit financier
Je me confie à un professionnel. Est-ce que tout ce que je dis au professionnel est couvert par le secret professionnel ?,Droit du travail
"J'ai droit à l'aide juridique, dois-je payer des frais de justice ?",Droit pénal
Peut-on saisir mes meubles pour les dettes de mon colocataire ?,Droit immobilier
Est-ce que certaines mentions du casier judiciaire s’effacent au bout d’un certain temps ?,Droit pénal
Peut-on réclamer le loyer d'un colocataire ?,Droit immobilier
Le bail prend-il fin à l'échéance à Bruxelles?,Droit immobilier
Je me sépare. A quoi servent les mesures urgentes et provisoires ?,Droit de la famille
"Si nous sommes mariés, quelles mesures sont prises pour être reconnus comme le père de mon enfant?",Droit de la famille
Quelles sont les conséquences de l'enquête en Wallonie?,Droit immobilier
Je mets un appartement ou une maison en location (bail de résidence principale). Dois-je installer des détecteurs incendie en Wallonie ?,Droit immobilier
Qui peut présenter une demande de règlement collectif de la dette?,Droit financier
Un enfant mineur peut-il prendre des décisions seul ?,Droit de la famille
Je suis marié à un Belge et je suis adulte.,Droit des étrangers
"Quand dois-je reprendre le travail après le congé de maternité, et quelles démarches dois-je faire ?",Droit de la famille
Je suis victime d’une infraction. La police est-elle obligée de donner suite à ma plainte ?,Droit pénal
Précompte immobilier : dois-je le payer à Bruxelles ?,Droit immobilier
Puis-je venir en Belgique pour faire une déclaration de cohabitation légale ?,Droit des étrangers
Quand puis-je obtenir la garantie de location à Bruxelles ?,Droit immobilier
Je vis avec mes parents et je travaille. Comment puis-je contester le montant que je dois payer?,Droit financier
Je suis parent. Mon ex ne paie plus les contributions alimentaires fixées dans un jugement depuis dix ans. Puis-je encore les réclamer ?,Droit de la famille
L'administrateur de biens peut-il s'opposer à une dépense ?,Droit de la famille
Quelle est l'enquête sur la santé et le surpeuplement en Wallonie?,Droit immobilier
"Quand un médiateur de la dette est nommé, qu'est-ce qu'il fait?",Droit financier
Je suis convoqué au tribunal.,Droit pénal
Puis-je avoir un lien de filiation avec mon enfant si ni moi ni la mère ne sommes mariés?,Droit de la famille
Que faire si mes conditions de revenus varient lors du règlement collectif de dettes ?,Droit financier
Comment peut-on facturer le même montant aux différents locataires d'une copropriété?,Droit immobilier
Je vis avec ma famille en Belgique.,Droit des étrangers
"Si je suis handicapé, ai-je droit à l'aide juridique?",Droit pénal
Me paiera-t-il pour l'aide si le CPAS est reconnu coupable ?,Droit de la protection sociale
Vous avez besoin d'un permis de location ?,Droit immobilier
Ai-je droit à l'aide juridique (ex pro deo) si je reçois une aide du CPAS ?,Droit pénal
"Si l'un des cohabitants légaux meurt, que se passe-t-il ?",Droit de la famille
A qui dois-je payer ma dette ?,Droit financier
Comment pouvons-nous mettre fin au bail commun à Bruxelles?,Droit immobilier
Comment répartir les frais entre les différents locataires d'une copropriété en Wallonie?,Droit immobilier
Comment dois-je renoncer à une succession ?,Droit financier
Je vis dans une union de fait.,Droit de la famille
Que devient le bail en cas de décès du locataire en Wallonie ?,Droit immobilier
Dois-je payer quelque chose si j'ai droit à l'aide juridique (ex pro deo) ?,Droit pénal
J'étais sous l'administration de la propriété le 1er septembre 2019.,Droit de la famille
"Si l'un des cohabitants légaux meurt, que se passe-t-il ?",Droit de la famille
Puis-je faire appel de la décision du CPAS devant le tribunal?,Droit de la protection sociale
Qui va exécuter le jugement ?,Droit financier
Que faire si le propriétaire abuse du droit de visite en Wallonie ?,Droit immobilier
Dois-je installer des détecteurs d'incendie en ville ?,Droit immobilier
Mon enfant adulte bénéficie-t-il encore de mon assurance ?,Droit financier
Qu’est-ce qu’un extrait de casier judiciaire (certificat de bonnes vie et moeurs) ?,Droit pénal
Devant quel tribunal introduire le recours contre la décision du CPAS ?,Droit de la protection sociale
"Si je me fais prendre en train de voler dans un magasin, qu'est-ce que je risque ?",Droit pénal
Un bail de 9 ans à Bruxelles est-il considéré comme un bail?,Droit immobilier
Qu’est-ce que je risque si je me fais prendre à voler un i-pod dans la poche d’un passant ?,Droit pénal
Qu’est-ce que la révision de loyer à Bruxelles ?,Droit immobilier
Dois-je passer un examen médical avant de reprendre un travail adapté ?,Droit de la protection sociale
Qui doit payer le loyer ?,Droit de la famille
Comment calculer l’indexation de mon loyer à Bruxelles ?,Droit immobilier
Dois-je payer les frais de justice si je conteste une décision d’un organisme de sécurité sociale en Wallonie ?,Droit immobilier
"Si j'estime que les mesures prises par le juge de la famille sont injustes, que dois-je faire?",Droit de la famille
Puis-je introduire une action en cas d'avis négatif concernant ma demande de nationalité?,Droit des étrangers
Que se passe-t-il au décès de la personne protégée ?,Droit de la famille
Le propriétaire ne me rembourse pas pour l'excédent de mes dépenses.,Droit immobilier
Je suis locataire.,Droit financier
Comment peut-on mettre fin à la mesure de l'administration des biens?,Droit de la famille
Mon bail est-il un bail à court terme?,Droit immobilier
"Si la mère est mariée à quelqu'un d'autre que le père, puis-je reconnaître mon enfant ?",Droit de la famille
Je suis victime de violences conjugales. Puis-je demander une aide financière à mon (ex) conjoint si on se sépare ?,Droit de la famille
Je suis marié(e). On prend un logement en location. Qui doit payer les loyers ?,Droit de la famille
Est-il possible de mettre fin à mon bail avant son expiration à Bruxelles?,Droit immobilier
Est-il possible de m'offrir une certaine somme d'argent sans être condamné par un juge?,Droit pénal
Le règlement collectif de dettes m'empêche-t-il de toucher mes revenus ?,Droit financier
Comment savoir si la personne à qui je parle est liée par la confidentialité professionnelle ?,Droit du travail
Je reçois les confidences en tant que professionnel. Que faire si je ne suis pas sûr(e) d'être dans les conditions pour lever le secret professionnel ?,Droit du travail
Je vis dans une relation avec un conjoint de fait.,Droit de la famille
Nous sommes mariés. Quelles démarches effectuer pour être reconnu comme le père de mon enfant si nous sommes mariés ?,Droit de la famille
Dois-je prendre une assurance incendie si je suis locataire à Bruxelles ?,Droit immobilier
Mon propriétaire peut-il résilier mon contrat de bail si je ne paie plus mon loyer ?,Droit financier
Quel est le rôle du tuteur d'un enfant mineur ?,Droit de la famille
Quelle est la durée d'un bail étudiant?,Droit immobilier
Peut-on m'expulser en hiver en Wallonie ?,Droit immobilier
La police peut-elle me chercher de la drogue ?,Droit pénal
On peut avoir mes chèques déjeuner ?,Droit financier
Je me sépare. Comment se déroule la procédure de mesures urgentes et provisoires entre cohabitants légaux ?,Droit de la famille
Je me lance dans la vie. Je vis chez mes parents. Je travaille. Comment puis-je contester le montant que je dois payer ?,Droit financier
Je divorce à cause d'une désunion irrémédiable.,Droit de la famille
Un mineur a signé un contrat de location.,Droit immobilier
A quelles conditions peut-on rompre le contrat pour force majeure médicale ?,Droit du travail
Nous ne sommes pas mariés. Puis-je reconnaître mon enfant avant sa naissance et comment faire ?,Droit de la famille
Je vis avec mon compagnon et/ou mes enfants. Mon compagnon peut-il me mettre à la porte si je suis domiciliée chez lui ?,Droit immobilier
Dans quels cas dois-je choisir le divorce à cause d'une désunion irrémédiable?,Droit de la famille
Qu'est-ce qu'un crédit à la consommation ?,Droit financier
Que faire si je ne suis pas d'accord avec la décision du CPAS?,Droit immobilier
Qu'est-ce que la résolution collective de la dette?,Droit financier
Le CPAS peut-il faire des retenues sur mon RIS ?,Droit de la protection sociale
"Si le père ne reconnaît pas mon enfant, quel nom lui donnera-t-il ?",Droit de la famille
Faut-il toujours passer un examen médical avant de reprendre le travail ?,Droit de la protection sociale
"Si je suis son père biologique mais pas légal, peut-on me demander une aide financière pour l'enfant ?",Droit de la famille
Qu’est-ce que la clause d'abandon de recours à Bruxelles ?,Droit immobilier
"Si on m'expulse, que fait-on de mes meubles ?",Droit financier
"Je suis victime de violences conjugales. Je suis un ami de la victime de violences conjugales, puis-je porter plainte ?",Droit de la famille
"Je suis un parent, peut-on résoudre à l'amiable les problèmes de contribution alimentaire ?",Droit de la famille
"Nous sommes cohabitants légaux, qui doit rembourser le crédit hypothécaire?",Droit de la famille
Qu’est-ce que la transaction pénale ?,Droit pénal
Je ne sais pas à quel âge je dois payer une contribution alimentaire.,Droit de la famille
Je travaille et je vis seul. Comment puis-je contester le montant que je dois payer?,Droit financier
Mon administrateur peut-il m'interdire de conduire ?,Droit de la famille
J'ai signé une déclaration de cohabitation légale. Nous sommes cohabitants légaux. Qui doit rembourser le crédit hypothécaire ?,Droit de la famille
Les parents ne sont pas mariés ensemble. La mère de l'enfant est mariée à quelqu'un d'autre que le père. Peut-on me réclamer une aide financière pour l'enfant si je suis son père biologique mais pas légal ?,Droit de la famille
"Si le CPAS est condamné et qu'il va en appel, va-t-il me payer l'aide ?",Droit de la protection sociale
"Si je suis viré, et mes meubles en Wallonie ?",Droit immobilier
Dois-je demander un permis d'urbanisme si je divise ma maison en deux?,Droit immobilier
Je suis parent. J'ai entendu parler de la méthode Renard. De quoi s'agit-il ?,Droit de la famille
Quelles sont les conséquences du résultat de l'enquête en Wallonie ?,Droit immobilier
"Mon ami vit à la maison et paie pour ça, puis-je lui demander de partir ?",Droit immobilier
Que faire si nous sommes d’accord sur certains points mais pas sur tout ?,Droit de la famille
Je mets un kot en location (bail de droit commun). Dois-je installer des détecteurs incendie en Wallonie ?,Droit immobilier
Quel est le coût de la médiation de la dette?,Droit financier
Est-il possible pour le propriétaire de mettre fin au bail de location informel avant qu'il ne se termine à Bruxelles?,Droit immobilier
Je suis locataire. Que se passe-t-il si je n’ai pas d’assurance incendie ?,Droit financier
Je ne suis pas d’accord avec la décision du médecin-conseil. Puis-je la contester ?,Droit de la protection sociale
Et si le propriétaire abusait de l'accès en Wallonie ?,Droit immobilier
Est-il légal à Bruxelles d'exiger une garantie de location de 3 mois ?,Droit immobilier
Une expulsion est-elle rapide en Wallonie ?,Droit immobilier
Je suis travailleur salarié(e). Dois-je signaler ma grossesse à l'entretien d'embauche ?,Droit du travail
"Je suis victime de violences conjugales. Victime de violences conjugales, à qui m'adresser si je veux être aidée ?",Droit de la famille
Quelles sont les conséquences de notre séparation sur nos droits et devoirs les uns envers les autres en tant que cohabitant légal?,Droit de la famille
Un extrait de casier judiciaire est un certificat de bonne vie et de moralité.,Droit pénal
"Si je n'ai pas de contact avec mes enfants, dois-je encore payer une contribution alimentaire?",Droit de la famille
Je suis un parent.,Droit de la famille
L'allocation pour l'aide aux personnes âgées (APA) diminue-t-elle si je vis avec d'autres personnes ?,Droit de la protection sociale
Puis-je déposer une plainte auprès de la police si je suis victime d'une infraction?,Droit pénal
Combien de temps après le dépôt de ma requête en règlement collectif de dettes vais-je avoir la réponse du juge ?,Droit financier
Est-il possible de faire un nouveau crédit à la consommation pour rembourser ceux que j'ai déjà?,Droit financier
Puis-je ne pas payer mes 2 derniers mois de loyer pour m'assurer de récupérer la garantie locative à Bruxelles ?,Droit immobilier
Le juge choisit-il d'office l'hébergement égalitaire ?,Droit de la famille
"Mon propriétaire ne fait pas les réparations nécessaires, puis-je rompre le bail à Bruxelles ?",Droit immobilier
Je mets un kot en location (bail de droit commun). Pour quels logements le permis de location est-il nécessaire en Wallonie ?,Droit immobilier
Je suis en séjour illégal en Belgique (sans papiers). Peut-on m'expulser si je vais à la commune pour me marier ?,Droit des étrangers
Une personne sous administration de biens et/ou de la personne peut-elle signer un bail en Wallonie ?,Droit immobilier
Que faire si je n'obtiens pas la prorogation pour circonstances exceptionnelles en Wallonie ?,Droit immobilier
Puis-je faire appel si j'ai une opinion négative sur ma demande?,Droit des étrangers
Je me suis porté caution pour une personne qui est en règlement collectif de dettes (RCD). Que dois-je faire ?,Droit financier
J'introduis une demande en justice. Qu'est ce que je risque si je ne respecte pas la décision ?,Droit pénal
Le juge de la famille peut-il forcer l'un de nous à quitter la maison ?,Droit de la famille
Où et comment annoncer une naissance?,Droit de la protection sociale
Mon assurance couvre-t-elle mon enfant qui ne vit jamais chez moi ?,Droit financier
Est-il possible pour mon propriétaire de mettre fin au bail de neuf ans pour occuper personnellement le logement à Bruxelles?,Droit immobilier
"A quoi, à qui et quand sert la prorogation pour circonstances exceptionnelles à Bruxelles ?",Droit immobilier
Je m'assure que le propriétaire a obtenu un permis de location. Que se passe-t-il si mon propriétaire n'a pas de permis de location ?,Droit immobilier
Est-ce que je vais perdre mon permis de séjour si je suis victime de violence familiale?,Droit de la famille
Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. La procédure de recouvrement est-elle suspendue si je porte plainte devant le médiateur pour le consommateur ?,Droit financier
Je suis un adulte et marié à un Belge.,Droit des étrangers
"Si mon bail n'est pas enregistré, puis-je y mettre fin sans préavis, ni indemnité à Bruxelles ?",Droit immobilier
J'ai été condamné à une peine de prison. Qu’est-ce que la surveillance électronique ?,Droit pénal
Je suis convoqué en justice. Je ne suis pas d'accord avec la décision: que faire ?,Droit pénal
Je suis propriétaire. Dois-je installer des détecteurs incendie en Wallonie ?,Droit financier
"Je suis un adulte, je revendique des mérites exceptionnels, et comment se passe le processus de demande de naturalisation?",Droit des étrangers
Que faire si l'autre parent a pris une décision avec laquelle je ne suis pas d'accord concernant notre enfant ?,Droit de la famille
Je divorce. Dois-je invoquer une faute de mon conjoint pour divorcer ?,Droit de la famille
Je suis convoqué en justice. Le juge tranche-t-il le conflit dès la première audience ?,Droit pénal
Quelle est la durée d'un bail de location?,Droit immobilier
Qui surveille l’exécution de ma peine de travail ?,Droit pénal
"Si mon fils est encore en premier lieu, est-ce que je dois encore payer la contribution alimentaire ?",Droit de la famille
Je deviens cohabitant légal. Quelles démarches devons-nous faire pour devenir cohabitants légaux ?,Droit de la famille
"Si mon enfant cause un accident avec ma voiture, que se passera-t-il ?",Droit financier
"Si je n'obtiens pas l'extension pour des circonstances exceptionnelles en Wallonie, que ferais-je ?",Droit immobilier
Je suis locataire. Dois-je installer des détecteurs incendie à Bruxelles ?,Droit financier
"Si je revendique des mérites exceptionnels, quelles conditions puis-je poser pour la nationalité belge?",Droit des étrangers
Quelles sont les conséquences si je casse une voiture ?,Droit pénal
Je voudrais réaliser une enquête sur la santé et le surpeuplement dans la région wallonne.,Droit immobilier
Je m'assure que le propriétaire a un permis.,Droit immobilier
Le règlement collectif de la dette est-il une mesure d'expulsion?,Droit financier
Nous sommes d'accord pour divorcer parce que je suis divorcé à cause d'une désunion irrémédiable.,Droit de la famille
"Si je suis un étranger, ai-je droit à l'aide juridique?",Droit pénal
Que se passe-t-il si la personne protégée déménage ?,Droit de la famille
Quel est le coût d'un divorce?,Droit pénal
Y a-t-il des frais pendant la procédure?,Droit pénal
"Quand il n'y a pas d'héritier, qui organise et paie les funérailles ?",Droit financier
Les parents ne sont pas mariés.,Droit de la famille
Le propriétaire peut-il mettre fin au bail non officiel de colocation avant l’échéance à Bruxelles ?,Droit immobilier
Je m'assure que le propriétaire a obtenu un permis de location. Comment obtenir un permis de location en Wallonie ?,Droit immobilier
On peut prendre mes meubles chez mon ami ?,Droit financier
Je m'assure que le propriétaire a obtenu un permis de location (Région wallonne). Pour quels logements le permis de location est-il nécessaire en Wallonie ?,Droit immobilier
Mon propriétaire peut-il m'expulser si je suis en retard de paiement en Wallonie ?,Droit immobilier
Qui est responsable de l'exécution de ma peine de travail ?,Droit pénal
Je vis avec ma famille en Belgique. Je me marie. Peut-on m'expulser si je vais à la commune pour me marier ?,Droit des étrangers
Je me lance dans la vie. Je vis en colocation. Je ne travaille pas. Comment puis-je contester le montant que je dois payer ?,Droit financier
Que faire si je ne suis pas d’accord avec le jugement du tribunal de la famille ?,Droit de la famille
Que se passe-t-il si je reste dans le logement après l’échéance du bail de courte durée à Bruxelles ?,Droit immobilier
Je suis une travailleuse enceinte.,Droit de la protection sociale
Les père et mère de l'enfant résident séparément. Les tiers doivent-ils toujours demander l'accord des 2 parents ?,Droit de la famille
L'avocat pro deo peut-il me réclamer des honoraires ?,Droit pénal
Où et comment présenter une demande d'administration des biens et de la personne?,Droit de la famille
Suis-je couvert si mon enfant mineur commet un acte intentionnel ?,Droit financier
Je vis en couple. Devons-nous faire une convention de vie commune ?,Droit de la famille
Quels frais peut-on ajouter lors d'un recouvrement amiable ?,Droit financier
J'ai besoin d'un avocat ?,Droit pénal
Que faire en cas d'abus du droit de visite à Bruxelles ?,Droit immobilier
Ma situation financière s'est améliorée. Ai-je toujours droit à l'aide juridique ?,Droit pénal
Combien de temps ma dette est-elle remboursée ?,Droit financier
Puis-je m'adresser au juge de paix pour régler un conflit locatif en Wallonie ?,Droit immobilier
Ai-je besoin du consentement de mon conjoint pour exercer une profession?,Droit de la famille
Quels sont les droits de mon partenaire sur nos enfants nés dans une union libre?,Droit de la famille
Est-il possible que mes conditions de revenu varient lorsque je règle mes dettes ensemble?,Droit financier
Comment se passe la procédure du trajet de réintégration ?,Droit du travail
A quel moment dois-je payer ma dette ?,Droit financier
Que se passe-t-il si la personne bouge ?,Droit de la famille
"Si je suis viré, et mes meubles ?",Droit immobilier
Puis-je annuler le bail étudiant que j'ai signé pour l'année prochaine?,Droit immobilier
Qu'est-ce qu'un énoncé de préférence?,Droit de la famille
Les parents ne sont pas mariés ensemble. Le père de l'enfant est marié à quelqu'un d'autre que la mère. Quelles démarches effectuer pour être reconnu comme le père de mon enfant si je suis marié à quelqu'un d'autre ?,Droit de la famille
Mon logement est reconnu inhabitable à cause de l'insalubrité. Mon logement fait l'objet d'un arrêté d'inhabitabilité à cause de l'insalubrité. Doit-on me reloger en Wallonie ?,Droit immobilier
"Si je ne signe pas le contrat de location, mon compagnon peut-il me mettre à la porte ?",Droit de la famille
Dois-je prendre un avocat pour contester la décision d’un organisme de sécurité sociale à Bruxelles ?,Droit immobilier
Dois-je installer des détecteurs d'incendie en ville ?,Droit financier
"Nous ne sommes pas mariés, quel nom portera notre enfant si son père le reconnaît avant ou à sa naissance ?",Droit de la famille
"Si je ne respecte pas la décision, quel est mon risque ?",Droit pénal
Je suis séparé de mon mari/ma femme. Dois-je payer une pension alimentaire ?,Droit de la famille
"Si j'ai mal géré mon argent, est-ce que je peux être placé sous administration immobilière ?",Droit de la famille
Où puis-je obtenir mon casier judiciaire ?,Droit pénal
Qui désigne le tuteur ?,Droit de la famille
Mon enfant adulte est-il couvert par mon assurance?,Droit financier
Que devient le bail en cas de décès du propriétaire à Bruxelles ?,Droit immobilier
"Si on m'expulse, que fait-on de mes meubles en Wallonie ?",Droit immobilier
Je reçois les confidences en tant que professionnel. Peut-on m'accuser de non-assistance à personne en danger si je me tais ?,Droit du travail
Quels sont les revenus pris en compte pour l'aide juridique si je vis avec une personne avec qui j'ai un conflit ?,Droit pénal
Je me marie. Que se passe-t-il si on retarde la célébration de mon mariage ?,Droit de la famille
"Je suis victime de violence familiale, à qui puis-je parler si j'ai besoin d'aide ?",Droit de la famille
Combien coûte une médiation familiale?,Droit de la famille
"L'arbre de mon voisin a plus de 30 ans, puis-je demander son arrachage ?",Droit immobilier
Est-ce que mon propriétaire peut me facturer tous les frais qu'il veut ?,Droit immobilier
Je suis en séjour illégal en Belgique (sans papiers). Puis-je me marier en Belgique ?,Droit des étrangers
Combien de temps dois-je payer à mon ami ?,Droit financier
Est-ce que l'avocat pro deo peut me facturer des frais ?,Droit pénal
Le propriétaire peut-il augmenter le loyer de mon bail étudiant?,Droit immobilier
Qu’entend-on par entretiens et réparations à Bruxelles ?,Droit immobilier
"J'héberge un ami/un proche. Mon ami a abîmé mon habitation, qui doit faire les réparations ?",Droit immobilier
"Mon propriétaire ne fait pas les réparations nécessaires, puis-je rompre le bail à Bruxelles ?",Droit immobilier
Les casiers judiciaires disparaissent-ils après une certaine période de temps?,Droit pénal
J'ai la confiance en tant que professionnel.,Droit du travail
Dois-je payer les frais de justice si je conteste une décision d'un organisme de sécurité sociale?,Droit immobilier
Où trouver un modèle de requête en matière de bail ?,Droit immobilier
J'ai signé une déclaration de cohabitation légale. Faut-il ouvrir un compte commun si on est cohabitants légaux ?,Droit de la famille
La prestation d'aide à la vieillesse diminue-t-elle si je vis avec d'autres personnes?,Droit immobilier
Le juge peut-il me donner un délai de paiement si je ne rembourse pas l'argent ?,Droit financier
Je suis parent. Peut-on régler à l'amiable les problèmes liés à la contribution alimentaire ?,Droit de la famille
Je vis avec ma famille en Belgique. Je deviens cohabitant légal. Dans quels cas l'officier de l'état civil peut-il refuser d'enregistrer une déclaration de cohabitation légale ?,Droit des étrangers
"Si j'ai droit à l'aide juridique, dois-je payer quelque chose?",Droit pénal
Quelle est la différence entre le forfait et la provision pour dépenses?,Droit immobilier
Je divorce par consentement mutuel.,Droit de la famille
Qui doit payer la construction du mur mitoyen ?,Droit immobilier
Je me lance dans la vie. Je vis en colocation. Je travaille. Comment puis-je contester le montant que je dois payer ?,Droit financier
Puis-je introduire un règlement collectif de la dette?,Droit financier
Comment changer de nom ?,Droit de la famille
Je suis majeur. Je séjourne en Belgique depuis au moins 10 ans. Puis-je introduire un recours en cas d'avis négatif concernant ma demande de nationalité ?,Droit des étrangers
Devrions-nous avoir un avocat pour nous représenter au tribunal du travail ?,Droit de la protection sociale
Mon bail de colocation est-il aussi un bail de résidence principale à Bruxelles ?,Droit immobilier
Comment contester la décision de l'organisme de sécurité sociale en Wallonie?,Droit immobilier
